id,enrollment_code,class_id,days,time,location
WINTER 2023 36269,36269,WINTER 2023 36236,1000000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",MUSIC1207
WINTER 2023 36277,36277,WINTER 2023 36236,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",MUSIC2230
WINTER 2023 36285,36285,WINTER 2023 36236,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",MUSIC2230
WINTER 2023 36293,36293,WINTER 2023 36236,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",MUSIC1207
WINTER 2023 36301,36301,WINTER 2023 36236,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",MUSIC1207
WINTER 2023 36319,36319,WINTER 2023 36236,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",MUSIC1207
WINTER 2023 36327,36327,WINTER 2023 36236,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",MUSIC1207
WINTER 2023 36335,36335,WINTER 2023 36236,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",MUSIC2230
WINTER 2023 36343,36343,WINTER 2023 36236,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",MUSIC2230
WINTER 2023 36350,36350,WINTER 2023 36236,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",MUSIC1207
WINTER 2023 36368,36368,WINTER 2023 36236,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",MUSIC1207
WINTER 2023 36376,36376,WINTER 2023 36236,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",MUSIC1207
WINTER 2023 36392,36392,WINTER 2023 36392,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",MUSIC1213
WINTER 2023 36400,36400,WINTER 2023 36392,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",MUSIC1213
WINTER 2023 36418,36418,WINTER 2023 36392,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",MUSIC1213
WINTER 2023 36426,36426,WINTER 2023 36392,0100000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",MUSIC1213
WINTER 2023 36434,36434,WINTER 2023 36392,0100000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",MUSIC1213
WINTER 2023 36442,36442,WINTER 2023 36392,0100000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",MUSIC1213
WINTER 2023 37002,37002,WINTER 2023 37002,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",MUSIC1213
WINTER 2023 37010,37010,WINTER 2023 37002,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",MUSIC1213
WINTER 2023 37028,37028,WINTER 2023 37002,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",MUSIC1213
WINTER 2023 37036,37036,WINTER 2023 37002,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",MUSIC1213
WINTER 2023 37044,37044,WINTER 2023 37002,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",MUSIC1213
WINTER 2023 37051,37051,WINTER 2023 37002,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",MUSIC1213
WINTER 2023 38760,38760,WINTER 2023 38760,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP2514
WINTER 2023 38778,38778,WINTER 2023 38760,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP2514
WINTER 2023 38786,38786,WINTER 2023 38760,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2129
WINTER 2023 38794,38794,WINTER 2023 38760,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2127
WINTER 2023 38802,38802,WINTER 2023 38760,1000000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP1440
WINTER 2023 38810,38810,WINTER 2023 38760,1000000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",387 1011
WINTER 2023 38851,38851,WINTER 2023 38851,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",387 1011
WINTER 2023 38869,38869,WINTER 2023 38851,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2116
WINTER 2023 38877,38877,WINTER 2023 38851,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2127
WINTER 2023 38885,38885,WINTER 2023 38851,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 2116
WINTER 2023 38893,38893,WINTER 2023 38851,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",NH 1111
WINTER 2023 38901,38901,WINTER 2023 38851,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",NH 1111
WINTER 2023 38919,38919,WINTER 2023 38851,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2115
WINTER 2023 38927,38927,WINTER 2023 38851,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2112
WINTER 2023 38943,38943,WINTER 2023 38943,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2129
WINTER 2023 38950,38950,WINTER 2023 38943,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1116
WINTER 2023 38968,38968,WINTER 2023 38943,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2115
WINTER 2023 38976,38976,WINTER 2023 38943,1000000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2112
WINTER 2023 38984,38984,WINTER 2023 38943,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1508
WINTER 2023 38992,38992,WINTER 2023 38943,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1448
WINTER 2023 39008,39008,WINTER 2023 38943,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2123
WINTER 2023 39016,39016,WINTER 2023 38943,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2127
WINTER 2023 39057,39057,WINTER 2023 39057,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1445
WINTER 2023 39065,39065,WINTER 2023 39057,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1445
WINTER 2023 39073,39073,WINTER 2023 39057,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2123
WINTER 2023 39081,39081,WINTER 2023 39057,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 2115
WINTER 2023 39107,39107,WINTER 2023 39107,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2123
WINTER 2023 39115,39115,WINTER 2023 39107,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2116
WINTER 2023 39123,39123,WINTER 2023 39107,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 1119
WINTER 2023 39131,39131,WINTER 2023 39107,0100000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",NH 1111
WINTER 2023 55418,55418,WINTER 2023 55418,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2127
WINTER 2023 55426,55426,WINTER 2023 55418,1000000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2116
WINTER 2023 55434,55434,WINTER 2023 55418,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP2514
WINTER 2023 55442,55442,WINTER 2023 55418,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1448
WINTER 2023 61325,61325,WINTER 2023 61325,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP2514
WINTER 2023 61333,61333,WINTER 2023 61325,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP2516
WINTER 2023 61341,61341,WINTER 2023 61325,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2128
WINTER 2023 61358,61358,WINTER 2023 61325,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",NH 1109
WINTER 2023 39552,39552,WINTER 2023 39552,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:50:00"")",ELLSN2617
WINTER 2023 39560,39560,WINTER 2023 39552,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",ELLSN2617
WINTER 2023 39578,39578,WINTER 2023 39552,0000100,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",ELLSN2617
WINTER 2023 39594,39594,WINTER 2023 39594,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 15:50:00"")",SH 1431
WINTER 2023 39602,39602,WINTER 2023 39594,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",SH 1431
WINTER 2023 39610,39610,WINTER 2023 39594,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",SH 1431
WINTER 2023 39636,39636,WINTER 2023 39636,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 13:50:00"")",GIRV 1112
WINTER 2023 39644,39644,WINTER 2023 39636,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:50:00"")",GIRV 1112
WINTER 2023 40204,40204,WINTER 2023 40204,0010000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",BRDA 3314
WINTER 2023 41160,41160,WINTER 2023 41160,0010000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",BRDA 3314
WINTER 2023 41178,41178,WINTER 2023 41160,0000100,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",BRDA 3314
WINTER 2023 40311,40311,WINTER 2023 40311,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2115
WINTER 2023 40329,40329,WINTER 2023 40311,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2115
WINTER 2023 40337,40337,WINTER 2023 40311,0000100,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2115
WINTER 2023 40352,40352,WINTER 2023 40352,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2112
WINTER 2023 40360,40360,WINTER 2023 40352,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2112
WINTER 2023 40410,40410,WINTER 2023 40410,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2112
WINTER 2023 40428,40428,WINTER 2023 40410,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2127
WINTER 2023 50609,50609,WINTER 2023 50609,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2123
WINTER 2023 50617,50617,WINTER 2023 50609,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2116
WINTER 2023 50625,50625,WINTER 2023 50609,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2123
WINTER 2023 40493,40493,WINTER 2023 40493,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",387 1015
WINTER 2023 40519,40519,WINTER 2023 40519,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",387 1015
WINTER 2023 51441,51441,WINTER 2023 51441,0000100,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",LSB 1101
WINTER 2023 51458,51458,WINTER 2023 51441,0000100,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",LSB 1101
WINTER 2023 54411,54411,WINTER 2023 54411,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1232
WINTER 2023 54429,54429,WINTER 2023 54411,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1231
WINTER 2023 40550,40550,WINTER 2023 40550,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1231
WINTER 2023 40568,40568,WINTER 2023 40550,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2115
WINTER 2023 40576,40576,WINTER 2023 40550,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2116
WINTER 2023 40600,40600,WINTER 2023 40600,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP1444
WINTER 2023 40618,40618,WINTER 2023 40600,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1440
WINTER 2023 40626,40626,WINTER 2023 40600,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2116
WINTER 2023 40659,40659,WINTER 2023 40659,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1215
WINTER 2023 40667,40667,WINTER 2023 40659,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",BUCHN1934
WINTER 2023 40683,40683,WINTER 2023 40683,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1214
WINTER 2023 69096,69096,WINTER 2023 40683,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1224
WINTER 2023 74278,74278,WINTER 2023 40683,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1224
WINTER 2023 54445,54445,WINTER 2023 54445,0000100,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",BUCHN1934
WINTER 2023 50807,50807,WINTER 2023 50807,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2116
WINTER 2023 40741,40741,WINTER 2023 40741,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2123
WINTER 2023 40758,40758,WINTER 2023 40741,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",387 1015
WINTER 2023 40774,40774,WINTER 2023 40774,1010000,"(""1900-01-01 14:00:00"",""1900-01-01 16:20:00"")",BRDA 2324
WINTER 2023 40782,40782,WINTER 2023 40774,0101000,"(""1900-01-01 14:00:00"",""1900-01-01 16:20:00"")",BRDA 2324
WINTER 2023 40824,40824,WINTER 2023 40824,1010000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",BRDA 5223
WINTER 2023 40832,40832,WINTER 2023 40824,0101000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",BRDA 5223
WINTER 2023 51482,51482,WINTER 2023 51482,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1444
WINTER 2023 56622,56622,WINTER 2023 56622,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 2251
WINTER 2023 56630,56630,WINTER 2023 56622,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP1445
WINTER 2023 56648,56648,WINTER 2023 56622,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2135
WINTER 2023 56655,56655,WINTER 2023 56622,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 4202
WINTER 2023 56663,56663,WINTER 2023 56622,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2110
WINTER 2023 56671,56671,WINTER 2023 56622,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",ELLSN2816
WINTER 2023 41269,41269,WINTER 2023 41269,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 4201
WINTER 2023 41277,41277,WINTER 2023 41269,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 4201
WINTER 2023 41285,41285,WINTER 2023 41269,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 3201
WINTER 2023 41293,41293,WINTER 2023 41269,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2124
WINTER 2023 41301,41301,WINTER 2023 41269,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2124
WINTER 2023 41319,41319,WINTER 2023 41269,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 4202
WINTER 2023 41335,41335,WINTER 2023 41335,0100000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 2201
WINTER 2023 41343,41343,WINTER 2023 41335,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 3202
WINTER 2023 41350,41350,WINTER 2023 41335,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 3202
WINTER 2023 41368,41368,WINTER 2023 41335,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP1448
WINTER 2023 41376,41376,WINTER 2023 41335,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 3202
WINTER 2023 56689,56689,WINTER 2023 41335,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 1108
WINTER 2023 41533,41533,WINTER 2023 41533,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1513
WINTER 2023 41541,41541,WINTER 2023 41533,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP1517
WINTER 2023 41558,41558,WINTER 2023 41533,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1517
WINTER 2023 41566,41566,WINTER 2023 41533,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP1513
WINTER 2023 41574,41574,WINTER 2023 41533,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1525
WINTER 2023 41582,41582,WINTER 2023 41533,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP1513
WINTER 2023 41590,41590,WINTER 2023 41533,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1513
WINTER 2023 41608,41608,WINTER 2023 41533,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP1517
WINTER 2023 41616,41616,WINTER 2023 41533,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP1517
WINTER 2023 56705,56705,WINTER 2023 41533,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP1513
WINTER 2023 56697,56697,WINTER 2023 41533,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1517
WINTER 2023 56713,56713,WINTER 2023 41533,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1513
WINTER 2023 56879,56879,WINTER 2023 56879,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2127
WINTER 2023 56887,56887,WINTER 2023 56879,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2129
WINTER 2023 56895,56895,WINTER 2023 56879,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1214
WINTER 2023 56911,56911,WINTER 2023 56911,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2129
WINTER 2023 56929,56929,WINTER 2023 56911,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1215
WINTER 2023 56937,56937,WINTER 2023 56911,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1508
WINTER 2023 56986,56986,WINTER 2023 56986,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 1112
WINTER 2023 56994,56994,WINTER 2023 56986,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1112
WINTER 2023 57000,57000,WINTER 2023 56986,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2128
WINTER 2023 57018,57018,WINTER 2023 56986,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2128
WINTER 2023 57026,57026,WINTER 2023 56986,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2128
WINTER 2023 57034,57034,WINTER 2023 56986,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ARTS 1353
WINTER 2023 57042,57042,WINTER 2023 56986,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",ARTS 1353
WINTER 2023 57059,57059,WINTER 2023 56986,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 3202
WINTER 2023 57067,57067,WINTER 2023 56986,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4202
WINTER 2023 57083,57083,WINTER 2023 57083,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",LSB 1101
WINTER 2023 57091,57091,WINTER 2023 57083,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1224
WINTER 2023 57109,57109,WINTER 2023 57083,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 1214
WINTER 2023 57125,57125,WINTER 2023 57125,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP2514
WINTER 2023 57133,57133,WINTER 2023 57125,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4201
WINTER 2023 57141,57141,WINTER 2023 57125,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP3505
WINTER 2023 57166,57166,WINTER 2023 57166,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP1508
WINTER 2023 57174,57174,WINTER 2023 57166,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP1508
WINTER 2023 57182,57182,WINTER 2023 57166,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1445
WINTER 2023 57240,57240,WINTER 2023 57240,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 3202
WINTER 2023 57257,57257,WINTER 2023 57240,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP2532
WINTER 2023 57265,57265,WINTER 2023 57240,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 3202
WINTER 2023 57273,57273,WINTER 2023 57240,0010000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 3202
WINTER 2023 57281,57281,WINTER 2023 57240,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 4202
WINTER 2023 57299,57299,WINTER 2023 57240,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 4201
WINTER 2023 57315,57315,WINTER 2023 57315,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2124
WINTER 2023 57323,57323,WINTER 2023 57315,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1206
WINTER 2023 57331,57331,WINTER 2023 57315,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1223
WINTER 2023 57349,57349,WINTER 2023 57315,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 1207
WINTER 2023 57356,57356,WINTER 2023 57315,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1214
WINTER 2023 57364,57364,WINTER 2023 57315,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1207
WINTER 2023 57372,57372,WINTER 2023 57315,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2128
WINTER 2023 57380,57380,WINTER 2023 57315,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",NH 1109
WINTER 2023 57398,57398,WINTER 2023 57315,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP2536
WINTER 2023 57448,57448,WINTER 2023 57448,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2129
WINTER 2023 57455,57455,WINTER 2023 57448,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 3201
WINTER 2023 57463,57463,WINTER 2023 57448,0010000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",ELLSN2816
WINTER 2023 44362,44362,WINTER 2023 44362,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 09:15:00"")",PHELP2514
WINTER 2023 44370,44370,WINTER 2023 44362,0010000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",HSSB 1206
WINTER 2023 44388,44388,WINTER 2023 44362,0000100,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",PHELP1448
WINTER 2023 44396,44396,WINTER 2023 44362,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 09:15:00"")",387 1011
WINTER 2023 44404,44404,WINTER 2023 44362,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 09:15:00"")",387 1015
WINTER 2023 44412,44412,WINTER 2023 44362,0100000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",NH 1109
WINTER 2023 44420,44420,WINTER 2023 44362,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 18:15:00"")",ARTS 1353
WINTER 2023 44438,44438,WINTER 2023 44362,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 09:15:00"")",PHELP2532
WINTER 2023 44446,44446,WINTER 2023 44362,0010000,"(""1900-01-01 09:30:00"",""1900-01-01 10:45:00"")",ARTS 1349
WINTER 2023 44453,44453,WINTER 2023 44362,0001000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",GIRV 1112
WINTER 2023 44461,44461,WINTER 2023 44362,0010000,"(""1900-01-01 12:30:00"",""1900-01-01 13:45:00"")",ARTS 1356
WINTER 2023 44479,44479,WINTER 2023 44362,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",ARTS 1353
WINTER 2023 44487,44487,WINTER 2023 44362,0010000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",NH 1109
WINTER 2023 44495,44495,WINTER 2023 44362,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 18:15:00"")",GIRV 2128
WINTER 2023 44503,44503,WINTER 2023 44362,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 09:15:00"")",PHELP1448
WINTER 2023 44511,44511,WINTER 2023 44362,0001000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",GIRV 1115
WINTER 2023 44529,44529,WINTER 2023 44362,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",PHELP1448
WINTER 2023 44537,44537,WINTER 2023 44362,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",PHELP2514
WINTER 2023 44545,44545,WINTER 2023 44362,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:15:00"")",PSYCH1902
