id,enrollment_code,class_id,days,time,location
WINTER 2023 44552,44552,WINTER 2023 44362,0001000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",NH 1111
WINTER 2023 44560,44560,WINTER 2023 44362,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 18:15:00"")",ARTS 1356
WINTER 2023 44578,44578,WINTER 2023 44362,0000100,"(""1900-01-01 09:30:00"",""1900-01-01 10:45:00"")",NH 1111
WINTER 2023 44586,44586,WINTER 2023 44362,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:15:00"")",PHELP2524
WINTER 2023 44594,44594,WINTER 2023 44362,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",GIRV 2123
WINTER 2023 44610,44610,WINTER 2023 44610,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 13:50:00"")",SSMS 1303
WINTER 2023 44628,44628,WINTER 2023 44610,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 15:50:00"")",SSMS 1303
WINTER 2023 44636,44636,WINTER 2023 44610,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",SSMS 1303
WINTER 2023 44644,44644,WINTER 2023 44610,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",SSMS 1303
WINTER 2023 44669,44669,WINTER 2023 44669,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 13:50:00"")",PHELP1525
WINTER 2023 44677,44677,WINTER 2023 44669,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",PHELP1526
WINTER 2023 44685,44685,WINTER 2023 44669,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",PHELP1517
WINTER 2023 60434,60434,WINTER 2023 44669,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",PSY-E1806
WINTER 2023 44701,44701,WINTER 2023 44701,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",PSY-E1805
WINTER 2023 44719,44719,WINTER 2023 44701,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",PHELP1529
WINTER 2023 44727,44727,WINTER 2023 44701,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",PSY-E1805
WINTER 2023 44735,44735,WINTER 2023 44701,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 14:50:00"")",SSMS 1005
WINTER 2023 44743,44743,WINTER 2023 44701,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 16:50:00"")",PSY-E1805
WINTER 2023 44768,44768,WINTER 2023 44768,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",PHELP1526
WINTER 2023 44776,44776,WINTER 2023 44768,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",PHELP1518
WINTER 2023 44784,44784,WINTER 2023 44768,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",PHELP1529
WINTER 2023 44792,44792,WINTER 2023 44768,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 14:50:00"")",SSMS 1304
WINTER 2023 44800,44800,WINTER 2023 44768,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 16:50:00"")",PHELP1529
WINTER 2023 44883,44883,WINTER 2023 44883,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 15:50:00"")",SSMS 1303
WINTER 2023 44891,44891,WINTER 2023 44883,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 15:50:00"")",SSMS 1303
WINTER 2023 44909,44909,WINTER 2023 44883,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 15:50:00"")",PHELP1530
WINTER 2023 44941,44941,WINTER 2023 44941,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 11:50:00"")",PHELP1517
WINTER 2023 44958,44958,WINTER 2023 44941,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 16:50:00"")",SSMS 1304
WINTER 2023 44966,44966,WINTER 2023 44941,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 11:50:00"")",SSMS 1304
WINTER 2023 44974,44974,WINTER 2023 44941,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 14:50:00"")",SSMS 1007
WINTER 2023 44982,44982,WINTER 2023 44941,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 16:50:00"")",SSMS 1005
WINTER 2023 74567,74567,WINTER 2023 44941,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 16:50:00"")",SSMS 1301&
WINTER 2023 45021,45021,WINTER 2023 45021,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 13:50:00"")",PSY-E2800
WINTER 2023 45039,45039,WINTER 2023 45021,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 16:50:00"")",PSY-E2800
WINTER 2023 45393,45393,WINTER 2023 45393,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 4202
WINTER 2023 45401,45401,WINTER 2023 45393,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 2108
WINTER 2023 45419,45419,WINTER 2023 45393,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 3001E
WINTER 2023 45427,45427,WINTER 2023 45393,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2128
WINTER 2023 45435,45435,WINTER 2023 45393,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",SH 1609
WINTER 2023 45443,45443,WINTER 2023 45393,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",SH 1609
WINTER 2023 45500,45500,WINTER 2023 45500,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 3202
WINTER 2023 45518,45518,WINTER 2023 45500,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4201
WINTER 2023 45526,45526,WINTER 2023 45500,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 2252
WINTER 2023 45534,45534,WINTER 2023 45500,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 3202
WINTER 2023 45542,45542,WINTER 2023 45500,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 3201
WINTER 2023 45559,45559,WINTER 2023 45500,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 2201
WINTER 2023 45567,45567,WINTER 2023 45500,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 3202
WINTER 2023 45575,45575,WINTER 2023 45500,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 2252
WINTER 2023 45583,45583,WINTER 2023 45500,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1237
WINTER 2023 45609,45609,WINTER 2023 45609,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 1108
WINTER 2023 45617,45617,WINTER 2023 45609,0010000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 1108
WINTER 2023 45625,45625,WINTER 2023 45609,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 1108
WINTER 2023 45633,45633,WINTER 2023 45609,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 3202
WINTER 2023 45641,45641,WINTER 2023 45609,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 3202
WINTER 2023 45658,45658,WINTER 2023 45609,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 3202
WINTER 2023 54510,54510,WINTER 2023 45609,0100000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2108
WINTER 2023 54502,54502,WINTER 2023 45609,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1236
WINTER 2023 54528,54528,WINTER 2023 45609,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4201
WINTER 2023 45674,45674,WINTER 2023 45674,1000000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",ELLSN2816
WINTER 2023 45682,45682,WINTER 2023 45674,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 4201
WINTER 2023 45708,45708,WINTER 2023 45708,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 4080
WINTER 2023 45716,45716,WINTER 2023 45708,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1214
WINTER 2023 45732,45732,WINTER 2023 45732,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1233
WINTER 2023 45740,45740,WINTER 2023 45732,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 2202
WINTER 2023 45773,45773,WINTER 2023 45773,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4202
WINTER 2023 45781,45781,WINTER 2023 45773,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 4080
WINTER 2023 45799,45799,WINTER 2023 45773,1000000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 4080
WINTER 2023 54551,54551,WINTER 2023 54551,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 4202
WINTER 2023 54569,54569,WINTER 2023 54551,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1237
WINTER 2023 54577,54577,WINTER 2023 54551,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 3202
WINTER 2023 54593,54593,WINTER 2023 54593,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 3001E
WINTER 2023 54601,54601,WINTER 2023 54593,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 4080
WINTER 2023 46631,46631,WINTER 2023 46631,1000000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",NH 1109
WINTER 2023 46649,46649,WINTER 2023 46631,1000000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",SH 1430
WINTER 2023 46656,46656,WINTER 2023 46631,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2127
WINTER 2023 46672,46672,WINTER 2023 46631,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1223
WINTER 2023 46698,46698,WINTER 2023 46631,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 1115
WINTER 2023 46706,46706,WINTER 2023 46631,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",SH 1609
WINTER 2023 46714,46714,WINTER 2023 46631,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP2524
WINTER 2023 46722,46722,WINTER 2023 46631,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2123
WINTER 2023 46748,46748,WINTER 2023 46631,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",387 1015
WINTER 2023 46755,46755,WINTER 2023 46631,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP2536
WINTER 2023 46763,46763,WINTER 2023 46631,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2120
WINTER 2023 46789,46789,WINTER 2023 46631,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1223
WINTER 2023 46797,46797,WINTER 2023 46631,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1224
WINTER 2023 46805,46805,WINTER 2023 46631,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SH 1609
WINTER 2023 46813,46813,WINTER 2023 46631,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 2251
WINTER 2023 46821,46821,WINTER 2023 46631,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1228
WINTER 2023 46896,46896,WINTER 2023 46896,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",SSMS 1303
WINTER 2023 46904,46904,WINTER 2023 46896,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1303
WINTER 2023 46912,46912,WINTER 2023 46896,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1303
WINTER 2023 46920,46920,WINTER 2023 46896,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",SSMS 1303
WINTER 2023 46946,46946,WINTER 2023 46946,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2135
WINTER 2023 46953,46953,WINTER 2023 46946,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1106
WINTER 2023 46961,46961,WINTER 2023 46946,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 2202
WINTER 2023 46979,46979,WINTER 2023 46946,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 2202
WINTER 2023 46995,46995,WINTER 2023 46995,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 1106
WINTER 2023 47001,47001,WINTER 2023 46995,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1106
WINTER 2023 47019,47019,WINTER 2023 46995,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2135
WINTER 2023 47027,47027,WINTER 2023 46995,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 1106
WINTER 2023 52936,52936,WINTER 2023 52936,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2135
WINTER 2023 52944,52944,WINTER 2023 52936,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2135
WINTER 2023 52951,52951,WINTER 2023 52936,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2110
WINTER 2023 52969,52969,WINTER 2023 52936,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2110
WINTER 2023 47043,47043,WINTER 2023 47043,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2110
WINTER 2023 47050,47050,WINTER 2023 47043,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2110
WINTER 2023 47068,47068,WINTER 2023 47043,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2110
WINTER 2023 47076,47076,WINTER 2023 47043,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2110
WINTER 2023 61309,61309,WINTER 2023 61309,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP2532
WINTER 2023 62604,62604,WINTER 2023 61309,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP2532
WINTER 2023 53058,53058,WINTER 2023 53058,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",SSMS 3410
WINTER 2023 53066,53066,WINTER 2023 53058,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 3410
WINTER 2023 53074,53074,WINTER 2023 53058,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 3410
WINTER 2023 53082,53082,WINTER 2023 53058,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 3410
WINTER 2023 47944,47944,WINTER 2023 47944,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 12:15:00"")",""
WINTER 2023 47951,47951,WINTER 2023 47944,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:15:00"")",""
WINTER 2023 47977,47977,WINTER 2023 47977,0001000,"(""1900-01-01 09:30:00"",""1900-01-01 10:45:00"")",""
WINTER 2023 47985,47985,WINTER 2023 47977,0000100,"(""1900-01-01 09:30:00"",""1900-01-01 10:45:00"")",""
WINTER 2023 50963,50963,WINTER 2023 50963,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",""
WINTER 2023 50971,50971,WINTER 2023 50963,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",""
WINTER 2023 75168,75168,WINTER 2023 75168,0001000,"(""1900-01-01 12:30:00"",""1900-01-01 13:45:00"")",ON LINE
WINTER 2023 75176,75176,WINTER 2023 75168,0000100,"(""1900-01-01 12:30:00"",""1900-01-01 13:45:00"")",ON LINE
WINTER 2023 48009,48009,WINTER 2023 48009,0001000,"(""1900-01-01 09:30:00"",""1900-01-01 10:45:00"")",""
WINTER 2023 48017,48017,WINTER 2023 48009,0000100,"(""1900-01-01 09:30:00"",""1900-01-01 10:45:00"")",""
WINTER 2023 48033,48033,WINTER 2023 48033,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 12:15:00"")",""
WINTER 2023 55202,55202,WINTER 2023 55202,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",""
WINTER 2023 55194,55194,WINTER 2023 55202,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:15:00"")",""
WINTER 2023 47688,47688,WINTER 2023 47688,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1448
WINTER 2023 47696,47696,WINTER 2023 47688,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1224
WINTER 2023 42572,42572,WINTER 2023 42572,0101000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1005
WINTER 2023 42580,42580,WINTER 2023 42572,0101000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1005
WINTER 2023 42598,42598,WINTER 2023 42572,0101000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",SSMS 1005
WINTER 2023 42606,42606,WINTER 2023 42572,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PSY-E1805
WINTER 2023 42614,42614,WINTER 2023 42572,0101000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1529
WINTER 2023 42622,42622,WINTER 2023 42572,0101000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PSY-E1806
WINTER 2023 42630,42630,WINTER 2023 42572,1010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1525
WINTER 2023 42648,42648,WINTER 2023 42572,1010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1529
WINTER 2023 42655,42655,WINTER 2023 42572,1010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PSY-E1806
WINTER 2023 42663,42663,WINTER 2023 42572,1010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PSY-E1806
WINTER 2023 42671,42671,WINTER 2023 42572,1010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PSY-E1805
WINTER 2023 42689,42689,WINTER 2023 42572,1010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 1304
WINTER 2023 42705,42705,WINTER 2023 42705,1010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 1301
WINTER 2023 42713,42713,WINTER 2023 42705,1010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",SSMS 1301
WINTER 2023 42721,42721,WINTER 2023 42705,1010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PSY-E1805
WINTER 2023 42739,42739,WINTER 2023 42705,1010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PSY-E1805
WINTER 2023 42747,42747,WINTER 2023 42705,1010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP1529
WINTER 2023 42754,42754,WINTER 2023 42705,1010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1529
WINTER 2023 42762,42762,WINTER 2023 42705,0101000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1526
WINTER 2023 42770,42770,WINTER 2023 42705,0101000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",SSMS 1304
WINTER 2023 42788,42788,WINTER 2023 42705,0101000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1304
WINTER 2023 42796,42796,WINTER 2023 42705,0101000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1304
WINTER 2023 42804,42804,WINTER 2023 42705,0101000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",SSMS 1304
WINTER 2023 42812,42812,WINTER 2023 42705,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1529
WINTER 2023 57646,57646,WINTER 2023 57646,1010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",SSMS 1007
WINTER 2023 57703,57703,WINTER 2023 57646,1010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1007
WINTER 2023 57711,57711,WINTER 2023 57646,1010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1007
WINTER 2023 57661,57661,WINTER 2023 57661,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2115
WINTER 2023 57729,57729,WINTER 2023 57661,0101000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1206
WINTER 2023 57737,57737,WINTER 2023 57661,0101000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 1119
WINTER 2023 57745,57745,WINTER 2023 57661,0101000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1206
WINTER 2023 42838,42838,WINTER 2023 42838,1010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1303
WINTER 2023 42846,42846,WINTER 2023 42838,1010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1303
WINTER 2023 42853,42853,WINTER 2023 42838,1010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PSY-E1806
WINTER 2023 42861,42861,WINTER 2023 42838,1010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 1005
WINTER 2023 42879,42879,WINTER 2023 42838,1010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",SSMS 1304
WINTER 2023 42887,42887,WINTER 2023 42838,0101000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1529
WINTER 2023 42895,42895,WINTER 2023 42838,0101000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",SSMS 1005
WINTER 2023 42903,42903,WINTER 2023 42838,0101000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1007
WINTER 2023 42911,42911,WINTER 2023 42838,0101000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1007
WINTER 2023 42929,42929,WINTER 2023 42838,0101000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",SSMS 1007
WINTER 2023 42937,42937,WINTER 2023 42838,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1526
WINTER 2023 42945,42945,WINTER 2023 42838,0101000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PSY-E1805
WINTER 2023 42978,42978,WINTER 2023 42978,1000000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",ARTS 1356
WINTER 2023 42986,42986,WINTER 2023 42978,1000000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2128
WINTER 2023 42994,42994,WINTER 2023 42978,1000000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 1115
WINTER 2023 57760,57760,WINTER 2023 42978,1000000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",NH 1109
WINTER 2023 57752,57752,WINTER 2023 42978,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",KERR 2166A
WINTER 2023 43067,43067,WINTER 2023 43067,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1530
WINTER 2023 43075,43075,WINTER 2023 43067,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP1530
WINTER 2023 43083,43083,WINTER 2023 43067,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1530
WINTER 2023 43109,43109,WINTER 2023 43109,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2128
WINTER 2023 43117,43117,WINTER 2023 43109,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",SH 1609
WINTER 2023 43125,43125,WINTER 2023 43109,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",SH 1609
WINTER 2023 43133,43133,WINTER 2023 43109,1000000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2116
WINTER 2023 43141,43141,WINTER 2023 43109,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",SH 1430
WINTER 2023 57695,57695,WINTER 2023 57695,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",ELLSN2626
WINTER 2023 57778,57778,WINTER 2023 57695,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1508
WINTER 2023 57786,57786,WINTER 2023 57695,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 2251
WINTER 2023 57794,57794,WINTER 2023 57695,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1233
WINTER 2023 78360,78360,WINTER 2023 57695,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 1116
WINTER 2023 43224,43224,WINTER 2023 43224,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 2116
WINTER 2023 43232,43232,WINTER 2023 43224,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1228
WINTER 2023 43240,43240,WINTER 2023 43224,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1233
WINTER 2023 43257,43257,WINTER 2023 43224,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 1228
WINTER 2023 43281,43281,WINTER 2023 43281,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP2514
WINTER 2023 43299,43299,WINTER 2023 43281,0001000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP1448
WINTER 2023 43307,43307,WINTER 2023 43281,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1448
WINTER 2023 57810,57810,WINTER 2023 57810,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP2514
WINTER 2023 57828,57828,WINTER 2023 57810,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2119
WINTER 2023 57836,57836,WINTER 2023 57810,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2123
WINTER 2023 57919,57919,WINTER 2023 57919,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",NH 1109
